sentence,target_word,acceptable_targets,variant_lexemes,structure_id,tags,cefr,difficulty,variant_group
He is telling a name.,name,,joke;story,present_continuous,be|present_continuous|tell|speech,a1,2,vg_6d72d181a489fc3d
He is very angry.,angry,,angry;sad;happy;tired;sleepy;nervous;bored;excited;hungry,be_adjective,be|adjective|emotions|intensifier,a1,2,
He is very sad.,sad,,sad;happy;angry;tired;sleepy;nervous;bored;excited,be_adjective,be|adjective|emotions|intensifier,a1,2,
He is wearing a blue hat.,hat,,shirt;jacket;coat;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_c64ce0127db8a57f
He is wearing a blue shirt.,shirt,,hat;jacket;coat;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_c64ce0127db8a57f
He is wearing a blue jacket.,jacket,,hat;shirt;coat;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_c64ce0127db8a57f
He is wearing a blue coat.,coat,,hat;shirt;jacket;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_c64ce0127db8a57f
He is wearing a blue sweater.,sweater,,hat;shirt;jacket;coat,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_c64ce0127db8a57f
He is wearing a red shirt.,shirt,,hat;jacket;coat;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_e2b22c19c5e7e0fa
He is wearing a red hat.,hat,,shirt;jacket;coat;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_e2b22c19c5e7e0fa
He is wearing a red jacket.,jacket,,shirt;hat;coat;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_e2b22c19c5e7e0fa
He is wearing a red coat.,coat,,shirt;hat;jacket;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_e2b22c19c5e7e0fa
He is wearing a red sweater.,sweater,,shirt;hat;jacket;coat,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_e2b22c19c5e7e0fa
He is wearing a yellow coat.,coat,,hat;shirt;jacket;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_9e1e808aa79f174b
He is wearing a yellow hat.,hat,,coat;shirt;jacket;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_9e1e808aa79f174b
He is wearing a yellow shirt.,shirt,,coat;hat;jacket;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_9e1e808aa79f174b
He is wearing a yellow jacket.,jacket,,coat;hat;shirt;sweater,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_9e1e808aa79f174b
He is wearing a yellow sweater.,sweater,,coat;hat;shirt;jacket,present_continuous,be|present_continuous|wear|clothes|color,a1,3,vg_9e1e808aa79f174b
He likes blue pens.,pens,pen,pens;pencils;markers;crayons;books,likes_preferences,present_simple|likes|plural|color,a1,3,
He likes fast planes.,planes,plane,planes;cars;trucks;trains;boats;bikes,likes_preferences,present_simple|likes|plural|adjective,a1,3,
He likes red cars.,cars,car,cars;trucks;buses;trains;bikes;planes;boats,likes_preferences,present_simple|likes|plural|color,a1,3,
He loves his dog.,dog,,cat;bird;fish;hamster,likes_preferences,present_simple|loves|possessive|animals,a1,2,vg_45f8cb481e646535
He loves his cat.,cat,,dog;bird;fish;hamster,likes_preferences,present_simple|loves|possessive|animals,a1,2,vg_45f8cb481e646535
He loves his bird.,bird,,dog;cat;fish;hamster,likes_preferences,present_simple|loves|possessive|animals,a1,2,vg_45f8cb481e646535
He loves his fish.,fish,,dog;cat;bird;hamster,likes_preferences,present_simple|loves|possessive|animals,a1,2,vg_45f8cb481e646535
He loves his hamster.,hamster,,dog;cat;bird;fish,likes_preferences,present_simple|loves|possessive|animals,a1,2,vg_45f8cb481e646535
He never drinks milk.,milk,,water;juice;soda;coffee,daily_routines_actions,present_simple|frequency_never|drinks,a1,2,vg_7115df47ad0b94d5
He never drinks water.,water,,milk;juice;soda;coffee,daily_routines_actions,present_simple|frequency_never|drinks,a1,2,vg_7115df47ad0b94d5
He never drinks juice.,juice,,milk;water;soda;coffee,daily_routines_actions,present_simple|frequency_never|drinks,a1,2,vg_7115df47ad0b94d5
He never drinks coffee.,coffee,,milk;water;juice;soda,daily_routines_actions,present_simple|frequency_never|drinks,a1,2,vg_7115df47ad0b94d5
He never drinks soda.,soda,,soda;milk;juice;water;coffee;tea,daily_routines_actions,present_simple|frequency_never|drinks,a1,2,
He never eats fish.,fish,,rice;bread;soup;pizza,daily_routines_actions,present_simple|frequency_never|eats,a1,2,vg_6ece0e11bf70e689
He never eats rice.,rice,,fish;bread;soup;pizza,daily_routines_actions,present_simple|frequency_never|eats,a1,2,vg_6ece0e11bf70e689
He never eats bread.,bread,,fish;rice;soup;pizza,daily_routines_actions,present_simple|frequency_never|eats,a1,2,vg_6ece0e11bf70e689
He never eats soup.,soup,,fish;rice;bread;pizza,daily_routines_actions,present_simple|frequency_never|eats,a1,2,vg_6ece0e11bf70e689
He never eats pizza.,pizza,,fish;rice;bread;soup,daily_routines_actions,present_simple|frequency_never|eats,a1,2,vg_6ece0e11bf70e689
He plays football every day.,football,game,tennis,daily_routines_actions,present_simple|plays|frequency,a1,2,vg_d320723b2a5a3abc
He plays tennis every day.,tennis,game,football,daily_routines_actions,present_simple|plays|frequency,a1,2,vg_d320723b2a5a3abc
He sits on the bench.,bench,,chair;floor;mat;grass,positions,present_simple|sits|preposition_on|positions,a1,2,vg_81a69df04672fe4f
He sits on the chair.,chair,,bench;floor;mat;grass,positions,present_simple|sits|preposition_on|positions,a1,2,vg_81a69df04672fe4f
He sits on the mat.,mat,,bench;chair;floor;grass,positions,present_simple|sits|preposition_on|positions,a1,2,vg_81a69df04672fe4f
He sits on the grass.,grass,,bench;chair;floor;mat,positions,present_simple|sits|preposition_on|positions,a1,2,vg_81a69df04672fe4f
He sits on the floor.,floor,,bench;chair;mat;grass;bed,positions,present_simple|sits|preposition_on|positions,a1,2,vg_326ce0258ab5eca2
He sits on the bed.,bed,,floor;bench;chair;mat;grass,positions,present_simple|sits|preposition_on|positions,a1,2,vg_326ce0258ab5eca2
He sits under the tree.,tree,,table;desk;bed;chair,positions,present_simple|sits|preposition_under|positions,a1,2,vg_da0ba5a5d0e76ccf
He sits under the table.,table,,tree;desk;bed;chair,positions,present_simple|sits|preposition_under|positions,a1,2,vg_da0ba5a5d0e76ccf
He sits under the desk.,desk,,tree;table;bed;chair,positions,present_simple|sits|preposition_under|positions,a1,2,vg_da0ba5a5d0e76ccf
He sits under the bed.,bed,,tree;table;desk;chair,positions,present_simple|sits|preposition_under|positions,a1,2,vg_da0ba5a5d0e76ccf
He sits under the chair.,chair,,tree;table;desk;bed,positions,present_simple|sits|preposition_under|positions,a1,2,vg_da0ba5a5d0e76ccf
He usually eats an egg at night.,egg,,apple;orange;banana,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_52650a72cd8613cd
He usually eats an apple at night.,apple,,egg;orange;banana,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_52650a72cd8613cd
He usually eats an orange at night.,orange,,egg;apple;banana,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_52650a72cd8613cd
He usually eats an banana at night.,banana,,egg;apple;orange,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_52650a72cd8613cd
He usually eats fruit at noon.,fruit,,rice;bread;soup;pizza;cake,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_5eeea2ff9a0142fe
He usually eats rice at noon.,rice,,fruit;bread;soup;pizza;cake,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_5eeea2ff9a0142fe
He usually eats bread at noon.,bread,,fruit;rice;soup;pizza;cake,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_5eeea2ff9a0142fe
He usually eats soup at noon.,soup,,fruit;rice;bread;pizza;cake,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_5eeea2ff9a0142fe
He usually eats pizza at noon.,pizza,,fruit;rice;bread;soup;cake,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_5eeea2ff9a0142fe
He usually eats cake at noon.,cake,,fruit;rice;bread;soup;pizza,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_5eeea2ff9a0142fe
He usually eats rice at night.,rice,,bread;soup;fruit;pizza,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_af4da33673a15427
He usually eats bread at night.,bread,,rice;soup;fruit;pizza,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_af4da33673a15427
He usually eats soup at night.,soup,,rice;bread;fruit;pizza,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_af4da33673a15427
He usually eats fruit at night.,fruit,,rice;bread;soup;pizza,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_af4da33673a15427
He usually eats pizza at night.,pizza,,rice;bread;soup;fruit,daily_routines_actions,present_simple|frequency|eats|time,a1,3,vg_af4da33673a15427
He usually goes to bed at 9 o'clock.,bed,,school,daily_routines_actions,present_simple|frequency|goes|time,a1,3,vg_a33607006ba29daa
He usually goes to school at 9 o'clock.,school,,bed,daily_routines_actions,present_simple|frequency|goes|time,a1,3,vg_a33607006ba29daa
He usually goes to school at 8 o'clock.,school,,bed,daily_routines_actions,present_simple|frequency|goes|time|school,a1,3,vg_e166c4ca2dc4c371
He usually goes to bed at 8 o'clock.,bed,,school,daily_routines_actions,present_simple|frequency|goes|time|school,a1,3,vg_e166c4ca2dc4c371
He usually goes to the park at 5 o'clock.,park,,school;bed;library;shop,daily_routines_actions,present_simple|frequency|goes|time|places,a1,3,vg_de5dd2e25713693d
He usually goes to the school at 5 o'clock.,school,,park;bed;library;shop,daily_routines_actions,present_simple|frequency|goes|time|places,a1,3,vg_de5dd2e25713693d
He usually goes to the bed at 5 o'clock.,bed,,park;school;library;shop,daily_routines_actions,present_simple|frequency|goes|time|places,a1,3,vg_de5dd2e25713693d
He usually goes to the library at 5 o'clock.,library,,park;school;bed;shop,daily_routines_actions,present_simple|frequency|goes|time|places,a1,3,vg_de5dd2e25713693d
He usually goes to the shop at 5 o'clock.,shop,,park;school;bed;library,daily_routines_actions,present_simple|frequency|goes|time|places,a1,3,vg_de5dd2e25713693d
He walks to the bus.,bus,,school;park;shop;library;door,daily_routines_actions,present_simple|walks|movement|transport,a1,2,vg_faaf5c350cf35445
He walks to the school.,school,,bus;park;shop;library;door,daily_routines_actions,present_simple|walks|movement|transport,a1,2,vg_faaf5c350cf35445
He walks to the library.,library,,bus;school;park;shop;door,daily_routines_actions,present_simple|walks|movement|transport,a1,2,vg_faaf5c350cf35445
He walks to the door.,door,,bus;school;park;shop;library,daily_routines_actions,present_simple|walks|movement|transport,a1,2,vg_faaf5c350cf35445
He walks to the park.,park,,park;school;shop;library;bus;door,daily_routines_actions,present_simple|walks|movement|places,a1,2,
He walks to the shop.,shop,,shop;school;park;library;bus,daily_routines_actions,present_simple|walks|movement|places,a1,2,
Her cat is small.,small,,small;big;cute;happy;sad;old;young;pretty,be_adjective,be|adjective|possessive|size|animals,a1,1,
Her mother has a phone.,phone,,bag;car;book;hat;pen,possession_have,have|possessive|family,a1,2,vg_645d8d3e72c79322
Her mother has a bag.,bag,,phone;car;book;hat;pen,possession_have,have|possessive|family,a1,2,vg_645d8d3e72c79322
Her mother has a car.,car,,phone;bag;book;hat;pen,possession_have,have|possessive|family,a1,2,vg_645d8d3e72c79322
Her mother has a book.,book,,phone;bag;car;hat;pen,possession_have,have|possessive|family,a1,2,vg_645d8d3e72c79322
Her mother has a hat.,hat,,phone;bag;car;book;pen,possession_have,have|possessive|family,a1,2,vg_645d8d3e72c79322
Her mother has a pen.,pen,,phone;bag;car;book;hat,possession_have,have|possessive|family,a1,2,vg_645d8d3e72c79322
Her sister is young.,young,,young;old;happy;sad;tall;short;tired,be_adjective,be|adjective|possessive|family|age,a1,1,
His grandfather has a cane.,cane,,hat;phone;bag;book,possession_have,have|possessive|family,a1,3,vg_bcf10298ebaa0e12
His grandfather has a hat.,hat,,cane;phone;bag;book,possession_have,have|possessive|family,a1,3,vg_bcf10298ebaa0e12
His grandfather has a phone.,phone,,cane;hat;bag;book,possession_have,have|possessive|family,a1,3,vg_bcf10298ebaa0e12
His grandfather has a bag.,bag,,cane;hat;phone;book,possession_have,have|possessive|family,a1,3,vg_bcf10298ebaa0e12
His grandfather has a book.,book,,cane;hat;phone;bag,possession_have,have|possessive|family,a1,3,vg_bcf10298ebaa0e12
His house is small.,small,,small;big;new;old;clean;dirty;nice,be_adjective,be|adjective|possessive|home|size,a1,1,
How are you?,,,,greetings,wh_question|how|greeting|fixed_phrase,a1,1,
How is the weather?,weather,,sky;day;dog;cat;teacher,wh_questions,wh_question|how|weather,a1,2,vg_e355d2b69be33f79
How is the sky?,sky,,weather;day;dog;cat;teacher,wh_questions,wh_question|how|weather,a1,2,vg_e355d2b69be33f79
How is the day?,day,,weather;sky;dog;cat;teacher,wh_questions,wh_question|how|weather,a1,2,vg_e355d2b69be33f79
How is the dog?,dog,,weather;sky;day;cat;teacher,wh_questions,wh_question|how|weather,a1,2,vg_e355d2b69be33f79
How is the cat?,cat,,weather;sky;day;dog;teacher,wh_questions,wh_question|how|weather,a1,2,vg_e355d2b69be33f79
How is the teacher?,teacher,,weather;sky;day;dog;cat,wh_questions,wh_question|how|weather,a1,2,vg_e355d2b69be33f79
How is your mother?,mother,,father;brother;sister;dog;cat,wh_questions,wh_question|how|family|possessive,a1,2,vg_eec06d93c050523a
How is your father?,father,,mother;brother;sister;dog;cat,wh_questions,wh_question|how|family|possessive,a1,2,vg_eec06d93c050523a
How is your brother?,brother,,mother;father;sister;dog;cat,wh_questions,wh_question|how|family|possessive,a1,2,vg_eec06d93c050523a
How is your sister?,sister,,mother;father;brother;dog;cat,wh_questions,wh_question|how|family|possessive,a1,2,vg_eec06d93c050523a
How is your dog?,dog,,mother;father;brother;sister;cat,wh_questions,wh_question|how|family|possessive,a1,2,vg_eec06d93c050523a
How is your cat?,cat,,mother;father;brother;sister;dog,wh_questions,wh_question|how|family|possessive,a1,2,vg_eec06d93c050523a
I always brush my teeth.,teeth,tooth,teeth;hair,daily_routines_actions,present_simple|always|brush|body|hygiene,a1,2,
I always drink water.,water,,milk;juice;soda;coffee,daily_routines_actions,present_simple|always|drink,a1,1,vg_ed0f986212bd1fce
I always drink milk.,milk,,water;juice;soda;coffee,daily_routines_actions,present_simple|always|drink,a1,1,vg_ed0f986212bd1fce
I always drink juice.,juice,,water;milk;soda;coffee,daily_routines_actions,present_simple|always|drink,a1,1,vg_ed0f986212bd1fce
I always drink soda.,soda,,water;milk;juice;coffee,daily_routines_actions,present_simple|always|drink,a1,1,vg_ed0f986212bd1fce
I always drink coffee.,coffee,,water;milk;juice;soda,daily_routines_actions,present_simple|always|drink,a1,1,vg_ed0f986212bd1fce
I always eat breakfast.,breakfast,,lunch;rice;bread,daily_routines_actions,present_simple|always|eat|food,a1,1,vg_368c9a81648933a7
I always eat lunch.,lunch,,breakfast;rice;bread,daily_routines_actions,present_simple|always|eat|food,a1,1,vg_368c9a81648933a7
I always eat rice.,rice,,breakfast;lunch;bread,daily_routines_actions,present_simple|always|eat|food,a1,1,vg_368c9a81648933a7
I always eat bread.,bread,,breakfast;lunch;rice,daily_routines_actions,present_simple|always|eat|food,a1,1,vg_368c9a81648933a7
I am coloring now.,coloring,,coloring;eating;reading;writing;drawing;painting;singing;dancing;jumping;running,present_continuous,be|present_continuous|time_now,a1,2,
I am eating now.,eating,,eating;drinking;reading;writing;sleeping;sitting;standing;walking;running;singing,present_continuous,be|present_continuous|time_now,a1,2,
I am holding a pen.,pen,,book;ball;pencil;ruler;phone,present_continuous,be|present_continuous|hold|objects,a1,2,vg_d32fd25fb8fd2d3b
I am holding a book.,book,,pen;ball;pencil;ruler;phone,present_continuous,be|present_continuous|hold|objects,a1,2,vg_d32fd25fb8fd2d3b
I am holding a ball.,ball,,pen;book;pencil;ruler;phone,present_continuous,be|present_continuous|hold|objects,a1,2,vg_d32fd25fb8fd2d3b
I am holding a pencil.,pencil,,pen;book;ball;ruler;phone,present_continuous,be|present_continuous|hold|objects,a1,2,vg_d32fd25fb8fd2d3b
I am holding a ruler.,ruler,,pen;book;ball;pencil;phone,present_continuous,be|present_continuous|hold|objects,a1,2,vg_d32fd25fb8fd2d3b
I am holding a phone.,phone,,pen;book;ball;pencil;ruler,present_continuous,be|present_continuous|hold|objects,a1,2,vg_d32fd25fb8fd2d3b
I am hot.,hot,,hot;cold;sad;happy;hungry;tired;angry;sleepy;thirsty;bored;nervous;sick;full,be_adjective,be|adjective|state,a1,1,
I am hungry.,hungry,,hungry;thirsty;tired;sleepy;hot;cold;full;sad;happy;sick,be_adjective,be|adjective|state,a1,1,
I am in the classroom.,classroom,,kitchen;garden,be_location,be|preposition_in|location|home,a1,1,vg_97e2e4ea10787cbe
I am in the garden.,garden,,kitchen;classroom,be_location,be|preposition_in|location|home,a1,1,vg_97e2e4ea10787cbe
I am in the bedroom.,bedroom,,bedroom;bathroom;kitchen;classroom;living room;hallway,be_location,be|preposition_in|location|home,a1,1,
I am in the kitchen.,kitchen,,kitchen;bathroom;bedroom;classroom;living room;garden,be_location,be|preposition_in|location|home,a1,1,
I am looking at the clock.,clock,,board;picture;bird;tree;sky,present_continuous,be|present_continuous|look|preposition_at,a1,2,vg_601a5c0213d4e671
I am looking at the board.,board,,clock;picture;bird;tree;sky,present_continuous,be|present_continuous|look|preposition_at,a1,2,vg_601a5c0213d4e671
I am looking at the picture.,picture,,clock;board;bird;tree;sky,present_continuous,be|present_continuous|look|preposition_at,a1,2,vg_601a5c0213d4e671
I am looking at the bird.,bird,,clock;board;picture;tree;sky,present_continuous,be|present_continuous|look|preposition_at,a1,2,vg_601a5c0213d4e671
